taxa	stitle	assembly_accession	domain	phylum	class	order	family	genus	species
MBR1782052.1	MBR1782052.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroidales bacterium]	GCA_017480345.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp017480345
CADANY010000001.1_155	CADANY010000001.1_155 # 149220 # 150494 # 1 # ID=1_155;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.573	GCA_902789395.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp902789395
CAJOMB010000005.1_17	CAJOMB010000005.1_17 # 15450 # 16724 # -1 # ID=5_17;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=4bp;gc_cont=0.576	GCA_905235615.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp905235615
WP_150538331.1	WP_150538331.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Actinobacillus vicugnae]	GCF_901687125.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Actinobacillus	Actinobacillus vicugnae
WP_207611288.1	WP_207611288.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Alteromonas sp. 5E99-2]	GCF_017368475.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas_F	Alteromonas_F sp017368475
WP_006250393.1	WP_006250393.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Mannheimia haemolytica]	GCF_004342115.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Mannheimia	Mannheimia haemolytica
WP_096793557.1	WP_096793557.1 MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Pseudoalteromonas]	GCF_014905615.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas aliena
WP_089346994.1	WP_089346994.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Pseudoalteromonas espejiana]	GCF_002221525.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas espejiana
WP_009143645.1	WP_009143645.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Succinatimonas hippei]	GCF_000188195.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinatimonas	Succinatimonas hippei
ONFP01000001.1_35	ONFP01000001.1_35 # 37719 # 38945 # 1 # ID=73_35;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.434	GCA_900317105.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio	Succinivibrio sp900317105
OODV01000172.1_36	OODV01000172.1_36 # 35531 # 36757 # 1 # ID=436_36;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.500	GCA_900299555.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Endozoicomonadaceae	Endozoicomonas	Endozoicomonas sp900299555
SLCY01000087.1_17	SLCY01000087.1_17 # 14542 # 15819 # -1 # ID=44_17;partial=00;start_type=ATG;rbs_motif=AAAAA;rbs_spacer=5bp;gc_cont=0.510	GCA_007125585.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA7960	PUPG01	PUPG01 sp007125585
WP_206573647.1	WP_206573647.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bowmanella dokdonensis]	GCF_017254865.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Bowmanella	Bowmanella dokdonensis
MAV00970.1	MAV00970.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Flavobacteriaceae bacterium]	GCA_002700405.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	GCA-2700405	GCA-2700405 sp002700405
MAV00020.1	MAV00020.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Flavobacteriaceae bacterium]	GCA_002700405.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	GCA-2700405	GCA-2700405 sp002700405
WP_006719423.1	WP_006719423.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Aggregatibacter segnis]	GCF_000185305.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Aggregatibacter	Aggregatibacter segnis
CABZTD010000002.1_86	CABZTD010000002.1_86 # 93005 # 94237 # 1 # ID=2_86;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.516	GCA_902528515.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	HTCC2089	UBA4421	UBA4421 sp902528515
MBP5400386.1	MBP5400386.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroidales bacterium]	GCA_017961265.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	WCHB1-69	UBA1756	UBA1756 sp017961265
CAJLNI010000063.1_12	CAJLNI010000063.1_12 # 9208 # 10443 # 1 # ID=63_12;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.396	GCA_905207935.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_D	Haemophilus_D sp905207935
DFQX01000023.1_1	DFQX01000023.1_1 # 1 # 1239 # 1 # ID=47_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.414	GCA_002381155.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA3478	UBA3478 sp002381155
WP_150314082.1	WP_150314082.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Salegentibacter sp. R32]	GCF_008692195.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mesonia	Mesonia sp008692195
NQV52988.1	NQV52988.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Flavobacteriales bacterium]	GCA_013204105.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Salibacteraceae	SHAN690	SHAN690 sp013204105
MBT3503267.1	MBT3503267.1 MAG: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Cryomorphaceae bacterium]	GCA_018646865.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	MED-G11	MED-G11 sp014239615
WP_151996281.1	WP_151996281.1 MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [unclassified Imperialibacter]	GCF_902498805.1	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Imperialibacter	Imperialibacter sp902498805
DCBH01000105.1_18	DCBH01000105.1_18 # 20688 # 21983 # 1 # ID=2_18;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.486	GCA_002313415.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA11663	UBA11663 sp002313415
WP_147861418.1	WP_147861418.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Mesonia sp. HuA40]	GCF_008017835.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mesonia	Mesonia sp008017835
SOE22552.1	SOE22552.1 Na+-transporting NADH:ubiquinone oxidoreductase subunit F [Cytophagales bacterium TFI 002]	GCA_900230115.1	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	TFI-002	TFI-002 sp900230115
MBL6662679.1	MBL6662679.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Flavobacteriales bacterium]	GCA_016779995.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UBA7312	UBA8444	UBA8444 sp016779995
WP_011790494.1	WP_011790494.1 MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Shewanella]	GCF_016406325.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella putrefaciens
DCVC01000175.1_16	DCVC01000175.1_16 # 14976 # 16229 # 1 # ID=247_16;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=15bp;gc_cont=0.399	GCA_002328625.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	VadinHA17	LD21	LD21 sp002328625
WP_094997816.1	WP_094997816.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Maribacter cobaltidurans]	GCF_002269385.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter cobaltidurans
WP_128760214.1	WP_128760214.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Leeuwenhoekiella aestuarii]	GCF_004104055.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Leeuwenhoekiella	Leeuwenhoekiella aestuarii
MBK8228014.1	MBK8228014.1 MAG: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Flavobacteriales bacterium]	GCA_016712535.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	PHOS-HE28	PHOS-HE28	PHOS-HE28 sp016712535
MBL7964896.1	MBL7964896.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Flavobacteriales bacterium]	GCA_016788635.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	PHOS-HE28	PHOS-HE28	PHOS-HE28 sp016788635
WP_089381755.1	WP_089381755.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Lutibacter agarilyticus]	GCF_900188235.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter	Lutibacter agarilyticus
WP_106144818.1	WP_106144818.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Muricauda pacifica]	GCF_003001695.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda	Muricauda pacifica
WP_136566417.1	WP_136566417.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Muricauda alvinocaridis]	GCF_004916895.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda	Muricauda alvinocaridis
WP_187481365.1	WP_187481365.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Polaribacter sp. L12M9]	GCF_014352875.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp014352875
MBQ0054350.1	MBQ0054350.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroidales bacterium]	GCA_018065035.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Egerieousia	Egerieousia sp018065035
WP_055434968.1	WP_055434968.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Lacinutrix algicola]	GCF_001418085.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lacinutrix	Lacinutrix algicola
WP_100998153.1	WP_100998153.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Lacinutrix sp. Bg11-31]	GCF_002831665.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lacinutrix	Lacinutrix sp002831665
WP_166918450.1	WP_166918450.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Thermonema lapsum]	GCF_011761635.1	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Thermonemataceae	Thermonema	Thermonema lapsum
WP_126168164.1	WP_126168164.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Shewanella khirikhana]	GCF_003957745.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella khirikhana
WP_126167701.1	WP_126167701.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Shewanella khirikhana]	GCF_003957745.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella khirikhana
DFBO01000181.1_7	DFBO01000181.1_7 # 8873 # 10189 # -1 # ID=120_7;partial=00;start_type=ATG;rbs_motif=TAAAA;rbs_spacer=13bp;gc_cont=0.352	GCA_002366675.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Xanthomarina	Xanthomarina sp002366675
WP_136814032.1	WP_136814032.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Desulfopila sp. IMCC35006]	GCF_005116645.1	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulforhopalus	Desulforhopalus sp005116645
WP_119629795.1	WP_119629795.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Methylocaldum marinum]	GCF_003584645.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	Methylocaldum marinum
WP_192374969.1	WP_192374969.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Methylomonas albis]	GCF_903064715.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylomonas	Methylomonas sp903064715
RAP33561.1	RAP33561.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Candidatus Marinamargulisbacteria bacterium SCGC AG-410-N11]	GCA_003265895.1	Bacteria	Margulisbacteria	Marinamargulisbacteria	GCA-2716485	AG-410-N11	AG-410-N11	AG-410-N11 sp003265895
MBT4537314.1	MBT4537314.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Candidatus Marinimicrobia bacterium]	GCA_018657495.1	Bacteria	Marinisomatota	Marinisomatia	SCGC-AAA003-L08	JACNLC01	JABHXA01	JABHXA01 sp018657495
WP_063869159.1	WP_063869159.1 MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Enterobacter]	GCF_900322725.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter quasihormaechei
WP_080328119.1	WP_080328119.1 MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Enterobacter cloacae complex]	GCF_003594915.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter chuandaensis
WP_058404996.1	WP_058404996.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Pseudoalteromonas sp. H71]	GCF_001468485.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp001468485
WP_077771085.1	WP_077771085.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Salinivibrio sharmensis]	GCF_001995985.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Salinivibrio	Salinivibrio sharmensis
WP_077456974.1	WP_077456974.1 MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Salinivibrio]	GCF_005280275.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Salinivibrio	Salinivibrio kushneri
WP_208119935.1	WP_208119935.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Spirabiliibacterium pneumoniae]	GCF_014884995.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Spirabiliibacterium	Spirabiliibacterium pneumoniae
WP_208117931.1	WP_208117931.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Spirabiliibacterium falconis]	GCF_014885015.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Spirabiliibacterium	Spirabiliibacterium falconis
HIJ79922.1	HIJ79922.1 TPA: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Deltaproteobacteria bacterium]	GCA_013349285.1	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfurivibrionaceae	DUZU01	DUZU01 sp013349285
NDJ58772.1	NDJ58772.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Enterobacteriaceae bacterium 4M9]	GCA_010092695.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Jejubacter	Jejubacter sp010092695
MBV4413731.1	MBV4413731.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Enterobacteriaceae bacterium YMB-R22]	GCA_019140855.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Jejubacter	Jejubacter sp019140855
MBP3202054.1	MBP3202054.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroidales bacterium]	GCA_017934185.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp017934185
WP_025800169.1	WP_025800169.1 MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Hafniaceae]	GCF_001586165.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Hafnia	Hafnia proteus
WP_110199737.1	WP_110199737.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Kangiella spongicola]	GCF_003194565.2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Kangiellaceae	Kangiella	Kangiella spongicola
WP_176335665.1	WP_176335665.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Marinomonas primoryensis]	GCF_013372285.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinomonadaceae	Marinomonas	Marinomonas primoryensis
WP_048495052.1	WP_048495052.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Marinobacter subterrani]	GCF_001045555.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	Marinobacter subterrani
WP_006992655.1	WP_006992655.1 MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Alteromonadales]	GCF_000315015.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Paraglaciecola	Paraglaciecola mesophila
WP_192508761.1	WP_192508761.1 MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Pseudoalteromonas]	GCF_014858725.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas aurantia
WP_099134403.1	WP_099134403.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Xenorhabdus budapestensis]	GCF_002632465.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Xenorhabdus	Xenorhabdus budapestensis
PKN13605.1	PKN13605.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Deltaproteobacteria bacterium HGW-Deltaproteobacteria-4]	GCA_002841765.1	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	UBA2197	UBA2197	UBA2197 sp002841765
AMFN01000001.1_39	AMFN01000001.1_39 # 41021 # 42244 # 1 # ID=1_39;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.551	GCA_000302695.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Jejubacter	Jejubacter sp000302695
CADBFO010000022.1_34	CADBFO010000022.1_34 # 28785 # 30059 # -1 # ID=22_34;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.573	GCA_902794005.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp902794005
CAJOHX010000003.1_29	CAJOHX010000003.1_29 # 28954 # 30228 # -1 # ID=3_29;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.613	GCA_905234475.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp905234475
WP_054205556.1	WP_054205556.1 MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Pseudoalteromonas]	GCF_001653135.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas neustonica
WP_114608255.1	WP_114608255.1 MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Prosthecochloris]	GCF_003344365.2	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris	Prosthecochloris ethylica
MBT4685371.1	MBT4685371.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Candidatus Marinimicrobia bacterium]	GCA_018658715.1	Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	UBA1611	JABHGY01	JABHGY01 sp018658715
MBT3225887.1	MBT3225887.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Deltaproteobacteria bacterium]	GCA_018645005.1	Bacteria	SAR324	SAR324	XYD2-FULL-50-16	XYD2-FULL-50-16	JAHJRI01	JAHJRI01 sp018645005
JAAZXM010000005.1_92	JAAZXM010000005.1_92 # 95679 # 96905 # 1 # ID=112_92;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.576	GCA_014240165.1	Bacteria	Myxococcota_A	UBA9160	UBA9160	UBA4427	JAZXM01	JAZXM01 sp014240165
WP_062845729.1	WP_062845729.1 MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Psychrobacter]	GCF_900163785.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter alimentarius
MBK7981984.1	MBK7981984.1 MAG: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Ignavibacteriae bacterium]	GCA_016713565.1	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	GCA-2746605	GCA-2746605 sp016713565
WP_111061343.1	WP_111061343.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Putridiphycobacter roseus]	GCF_003234935.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Putridiphycobacter	Putridiphycobacter roseus
SYCM01000070.1_14	SYCM01000070.1_14 # 11786 # 13081 # 1 # ID=59_14;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.562	GCA_005786915.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	TMED14	TMED14 sp005786915
MAZ97126.1	MAZ97126.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Flavobacteriales bacterium]	GCA_002707525.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	UBA10364	UBA10364 sp002707525
JAGYIR010000008.1_78	JAGYIR010000008.1_78 # 80952 # 82250 # 1 # ID=4_78;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=11bp;gc_cont=0.396	GCA_018402525.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	UBA4466	UBA4466 sp018402525
PXFS01000001.1_5	PXFS01000001.1_5 # 4432 # 5730 # -1 # ID=167_5;partial=00;start_type=ATG;rbs_motif=TAAAA;rbs_spacer=9bp;gc_cont=0.356	GCA_003564185.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Psychroflexus	Psychroflexus sp003564185
DFOV01000318.1_7	DFOV01000318.1_7 # 7036 # 8235 # 1 # ID=440_7;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.485	GCA_002376965.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	UBA3532	UBA3532	UBA3532 sp002376965
MBK6342927.1	MBK6342927.1 MAG: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Flavobacteriales bacterium]	GCA_016705545.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	PHOS-HE28	PHOS-HE28	PHOS-HE28 sp016705545
MBR5611240.1	MBR5611240.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroidales bacterium]	GCA_017546125.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Coprenecus	Coprenecus sp017546125
WP_111845432.1	WP_111845432.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Aequorivita antarctica]	GCF_007997155.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aequorivita	Aequorivita antarctica
